ID,Name,Type,Layer,FC,P_value
R10530,protodioscin glucohydrolase; Protodioscin + H2O <=> 26-Deglucoprotodioscin + D-Glucose,Reaction,Reactions,,
R10531,"ATP phosphohydrolase (ABC-type, tungstate-importing); ATP + H2O + Tungstate <=> ADP + Orthophosphate + Tungstate",Reaction,Reactions,,
R10532,L-galactonate hydro-lyase (2-dehydro-3-deoxy-L-galactonate-forming); L-Galactonate <=> 2-Dehydro-3-deoxy-L-galactonate + H2O,Reaction,Reactions,,
R10533,"geranylgeranyl-diphosphate diphosphate-lyase [(E,E)-geranyllinalool-forming]; Geranylgeranyl diphosphate + H2O <=> (E,E)-Geranyllinalool + Diphosphate",Reaction,Reactions,,
R10534,carbon-disulfide hydrogen-sulfide-lyase (carbonyl-sulfide-forming); Carbon disulfide + H2O <=> Carbonyl sulfide + Hydrogen sulfide,Reaction,Reactions,,
R10535,carbonyl-sulfide hydrogen-sulfide-lyase (decarboxylating); Carbonyl sulfide + H2O <=> CO2 + Hydrogen sulfide,Reaction,Reactions,,
R10536,dTDP-alpha-D-fucopyranose furanomutase; dTDP-D-fucose <=> dTDP-alpha-D-fucofuranose,Reaction,Reactions,,
R10537,"RNA-3'-phosphate:RNA ligase (cyclizing, GMP-forming); GTP + RNA 3'-terminal-phosphate <=> GMP + Diphosphate + RNA terminal-2',3'-cyclic-phosphate",Reaction,Reactions,,
R10538,carbon-disulfide hydrogen-sulfide-lyase (decarboxylating); Carbon disulfide + 2 H2O <=> CO2 + 2 Hydrogen sulfide,Reaction,Reactions,,
R10539,"(R)-2-(4-chloro-2-methylphenoxy)propanoate,2-oxoglutarate:oxygen oxidoreductase (pyruvate-forming); Mecoprop-P + 2-Oxoglutarate + Oxygen <=> 4-Chloro-2-methylphenol + Pyruvate + Succinate + CO2",Reaction,Reactions,,
R10540,"dammarenediol-II,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12beta-hydroxylating); Dammarenediol-II + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Protopanaxadiol + [Oxidized NADPH---hemoprotein reductase] + H2O",Reaction,Reactions,,
R10541,Carbamoyl phosphate + ATP + H2O <=> Diphosphate + O-Carbamoyladenylate + Orthophosphate,Reaction,Reactions,,
R10542,"(R)-2-(4-chloro-2-dichlorophenoxy)propanoate,2-oxoglutarate:oxygen oxidoreductase (pyruvate-forming); (R)-(2,4-Dichlorophenoxy)propanoate + 2-Oxoglutarate + Oxygen <=> 2,4-Dichlorophenol + Pyruvate + Succinate + CO2",Reaction,Reactions,,
R10543,"tobramycin:carbamoyl phosphate ligase (AMP,phosphate-forming); O-Carbamoyladenylate + Tobramycin <=> AMP + Nebramycin 5'",Reaction,Reactions,,
R10544,"kanamycin A:carbamoyl phosphate ligase (AMP,phosphate-forming); O-Carbamoyladenylate + Kanamycin A <=> AMP + 6''-O-Carbamoylkanamycin A",Reaction,Reactions,,
R10545,aclacinomycin T acylhydrolase; Aclacinomycin T + H2O <=> 15-Demethylaclacinomycin T + Methanol,Reaction,Reactions,,
R10546,N7-methyl-GMP phosphohydrolase; 7-Methylguanosine 5'-phosphate + H2O <=> N7-Methylguanosine + Orthophosphate,Reaction,Reactions,,
R10547,kanosamine-6-phosphate phosphohydrolase; Kanosamine 6-phosphate + H2O <=> Kanosamine + Orthophosphate,Reaction,Reactions,,
R10548,"ATP:1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate 5-phosphotransferase; ATP + 1-Diphosinositol pentakisphosphate <=> ADP + 1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate",Reaction,Reactions,,
R10549,long-chain-aldehyde:NADP+ oxidoreductase (protein thioester-forming); Long-chain aldehyde + [Protein]-L-cysteine + NADP+ <=> [Protein]-S-(long-chain-acyl)-L-cysteine + NADPH + H+,Reaction,Reactions,,
R10550,2-dehydro-3-deoxy-L-galactonate L-glyceraldehyde-lyase (pyruvate-forming); 2-Dehydro-3-deoxy-L-galactonate <=> Pyruvate + L-Glyceraldehyde,Reaction,Reactions,,
R10551,"long-chain-aldehyde,FMNH2:oxygen oxidoreductase (1-hydroxylating, luminescing); Long-chain aldehyde + Reduced FMN + Oxygen <=> Long-chain fatty acid + hn + FMN + H2O",Reaction,Reactions,,
R10552,"tRNA(Phe)-N1-methylguanine,pyruvate acetaldehyde-lyase [tRNA(Phe)-4-demethylwyosine-forming, decarboxylating, dehydrating]; N1-Methylguanine in tRNA(Phe) + Pyruvate + S-Adenosyl-L-methionine <=> 4-Demethylwyosine in tRNA(Phe) + L-Methionine + 5'-Deoxyadenosine + CO2 + H2O",Reaction,Reactions,,
R10553,N-acetyl-L-cysteine-S-conjugate amidohydrolase (carboxylate-forming); S-Substituted N-acetyl-L-cysteine + H2O <=> S-Substituted L-cysteine + Acetate,Reaction,Reactions,,
R10554,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase; N-Acetyl-D-glucosaminyldiphosphoundecaprenol <=> N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol",Reaction,Reactions,,
R10555,"alpha-D-ribose 1,5-bisphosphate aldose-ketose-isomerase; D-Ribose 1,5-bisphosphate <=> D-Ribulose 1,5-bisphosphate",Reaction,Reactions,,
R10556,"(2S,5S)-5-carboxymethylproline cyclo-ligase (AMP-forming); ATP + (2S,5S)-trans-Carboxymethylproline <=> AMP + Diphosphate + (3S,5S)-Carbapenam-3-carboxylic acid",Reaction,Reactions,,
R10557,"9-cis-beta-carotene:O2 oxidoreductase (9',10'-cleaving); 9-cis-beta-Carotene + Oxygen <=> 9-cis-10'-Apo-beta-carotenal + beta-Ionone",Reaction,Reactions,,
R10558,"9-cis-10'-apo-beta-carotenal:O2 oxidoreductase (14,15-cleaving, carlactone-forming); 9-cis-10'-Apo-beta-carotenal + 2 Oxygen <=> Carlactone + (2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal",Reaction,Reactions,,
R10559,"all-trans-beta-carotene:O2 oxidoreductase (9',10'-cleaving); beta-Carotene + Oxygen <=> all-trans-10'-Apo-beta-carotenal + beta-Ionone",Reaction,Reactions,,
R10560,"all-trans-10'-apo-beta-carotenal:O2 oxidoreductase (13,14-cleaving); all-trans-10'-Apo-beta-carotenal + Oxygen <=> 13-Apo-beta-carotenone + (2E,4E,6E)-4-Methylocta-2,4,6-trienedial",Reaction,Reactions,,
R10561,ATP:phosphomevalonate carboxy-lyase (adding ATP; isopentenyl-phosphate-forming); (R)-5-Phosphomevalonate + ATP <=> Isopentenyl phosphate + ADP + Orthophosphate + CO2,Reaction,Reactions,,
R10562,"(6E,10E)-geranyllinalool,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase; (E,E)-Geranyllinalool + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene + But-3-en-2-one + [Oxidized NADPH---hemoprotein reductase] + 2 H2O",Reaction,Reactions,,
R10563,glycerol:NADP+ oxidoreductase (D/L-glyceraldehyde-forming); L-Glyceraldehyde + NADPH + H+ <=> Glycerol + NADP+,Reaction,Reactions,,
R10564,(5S)-5-amino-3-oxohexanoate:acetyl-CoA ethylamine transferase; (S)-5-Amino-3-oxohexanoic acid + Acetyl-CoA <=> L-3-Aminobutyryl-CoA + Acetoacetate,Reaction,Reactions,,
R10565,L-galactonate:NAD+ oxidoreductase; L-Galactonate + NAD+ <=> D-Galacturonate + NADH + H+,Reaction,Reactions,,
R10566,beta-Paxitriol <=> Penitrem D,Reaction,Reactions,,
R10569,beta-Paxitriol <=> Janthitrem C,Reaction,Reactions,,
R10570,"12-Demethyl-11,12-dehydropaspaline <=> Terpendole B",Reaction,Reactions,,
R10571,Terpendole B <=> 13-Desoxyterpendole I,Reaction,Reactions,,
R10572,quinol:coenzyme-F420 oxidoreductase; Hydroquinone + Coenzyme F420 <=> Quinone + Reduced coenzyme F420,Reaction,Reactions,,
R10573,dTDP-6-deoxy-alpha-D-allose:NADP+ oxidoreductase; dTDP-6-deoxy-D-allose + NADP+ <=> dTDP-4-oxo-6-deoxy-D-allose + NADPH + H+,Reaction,Reactions,,
R10574,secondary-alcohol:coenzyme F420 oxidoreductase; Secondary alcohol + Coenzyme F420 <=> Ketone + Reduced coenzyme F420,Reaction,Reactions,,
R10575,(R)-2-hydroxyglutarate:acceptor 2-oxidoreductase; (R)-2-Hydroxyglutarate + Acceptor <=> 2-Oxoglutarate + Reduced acceptor,Reaction,Reactions,,
R10576,"oleate:oxygen (10S)-oxidoreductase; (9Z)-Octadecenoic acid + Oxygen <=> (8E,10S)-10-Hydroperoxyoctadeca-8-enoate",Reaction,Reactions,,
R10577,"linoleate:oxygen (10S)-oxidoreductase; Linoleate + Oxygen <=> (8E,10S,12Z)-10-Hydroperoxyoctadeca-8,12-dienoate",Reaction,Reactions,,
R10578,"alpha-linolenate:oxygen (10S)-oxidoreductase; (9Z,12Z,15Z)-Octadecatrienoic acid + Oxygen <=> (8E,10S,12Z,15Z)-10-Hydroperoxyoctadeca-8,12,15-trienoate",Reaction,Reactions,,
R10579,"4-O-(beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl)-(2S,4S)-4-hydroxyproline beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranose hydrolase; 4-O-(beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl)-(2S,4S)-4-hydroxyproline + H2O <=> 4-O-(beta-L-Arabinofuranosyl)-(2S,4S)-4-hydroxyproline + beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose",Reaction,Reactions,,
R10580,avenacoside B 26-beta-D-glucohydrolase; Avenacoside B + H2O <=> 26-Desgluco-avenacoside B + D-Glucose,Reaction,Reactions,,
R10581,3-O-[alpha-L-Rha-(1->4)-[alpha-L-Rha-(1->2)]-beta-D-Glc]diosgenin hydrolase (diosgenin-forming); Dioscin + 3 H2O <=> D-Glucose + 2 L-Rhamnose + Diosgenin,Reaction,Reactions,,
R10582,3-O-[alpha-L-Rha-(1->4)-[alpha-L-Rha-(1->2)]-beta-D-Glc]diosgenin (3-O-beta-D-Glc-diosgenin-forming); Dioscin + 2 H2O <=> 2 L-Rhamnose + Diosgenin 3-O-beta-D-glucopyranoside,Reaction,Reactions,,
R10583,"chorismate pyruvate-hydrolase; Chorismate + H2O <=> (4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate + Pyruvate",Reaction,Reactions,,
R10584,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-copaene-forming); trans,trans-Farnesyl diphosphate <=> alpha-Copaene + Diphosphate",Reaction,Reactions,,
R10585,"(+)-copaly-diphosphate diphosphate-lyase (cyclizing, miltiradiene-forming); Copalyl diphosphate <=> Miltiradiene + Diphosphate",Reaction,Reactions,,
R10586,S-adenosyl-L-methionine:tRNA(Phe) {7-[(3S)-3-amino-3-carboxypropyl]wyosine37-O}-methyltransferase; 7-[(3S)-(3-Amino-3-carboxypropyl)]wyosine in tRNA(Phe) + S-Adenosyl-L-methionine <=> 7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe) + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10587,S-adenosyl-L-methionine:tRNA(Phe) {7-[(3S)-3-amino-3-(methoxycarbonyl)propyl]wyosine37-N}-methyltransferase (carbon dioxide-adding); 7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe) + S-Adenosyl-L-methionine + CO2 <=> Wybutosine in tRNA(Phe) + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10588,S-adenosyl-L-methionine:6-hydroxytryprostatin B O-methyltransferase; S-Adenosyl-L-methionine + 6-Hydroxytryprostatin B <=> S-Adenosyl-L-homocysteine + Tryprostatin A,Reaction,Reactions,,
R10589,anthraniloyl-CoA:3-oxodecanoate C-anthraniloyltransferase (decarboxylating); 3-Oxodecanoate + Anthraniloyl-CoA <=> CoA + 2-Heptyl-4(1H)-quinolone + CO2 + H2O,Reaction,Reactions,,
R10590,octanoyl-CoA:2-aminobenzoylacetate octanoyltransferase; Octanoyl-CoA + L-Cysteinyl-protein <=> S-Octanoyl-L-cysteinyl-protein + CoA,Reaction,Reactions,,
R10591,"protopanaxadiol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating); Protopanaxadiol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Protopanaxatriol + [Oxidized NADPH---hemoprotein reductase] + H2O",Reaction,Reactions,,
R10593,"4-hydroxy-2,5-dimethylfuran-3(2H)-one:NADP+ oxidoreductase; 4-Hydroxy-2,5-dimethylfuran-3(2H)-one + NADP+ <=> 4-Hydroxy-5-methyl-2-methylenefuran-3(2H)-one + NADPH + H+",Reaction,Reactions,,
R10594,UDP-alpha-D-glucose:vancomycin aglycone 48-O-beta-glucosyltransferase; UDP-glucose + Vancomycin aglycone <=> UDP + Desvancosaminyl-vancomycin,Reaction,Reactions,,
R10595,dTDP-L-4-epi-vancosamine:desvancosaminyl-vancomycin vancosaminyltransferase; dTDP-L-epivancosamine + Desvancosaminyl-vancomycin <=> dTDP + Chloroorienticin B,Reaction,Reactions,,
R10596,UDP-N-acetyl-alpha-D-glucosamine:alpha-D-mannosyl-threonyl-[protein] 4-beta-N-acetyl-D-glucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + 3-O-(alpha-D-Mannosyl)-L-threonyl-[protein] <=> UDP + 3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein],Reaction,Reactions,,
R10597,chorismate pyruvate-lyase (3-hydroxybenzoate-forming); Chorismate <=> 3-Hydroxybenzoate + Pyruvate,Reaction,Reactions,,
R10598,"(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-beta-chamigrene-forming); trans,trans-Farnesyl diphosphate <=> (+)-beta-Chamigrene + Diphosphate",Reaction,Reactions,,
R10599,"(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-thujopsene-forming); trans,trans-Farnesyl diphosphate <=> (+)-Thujopsene + Diphosphate",Reaction,Reactions,,
R10600,acetyl-CoA:itaconate CoA-transferase; Acetyl-CoA + Itaconate <=> Acetate + Itaconyl-CoA,Reaction,Reactions,,
R10601,cyclohexane-1-carbonyl-CoA:electron transfer flavoprotein oxidoreductase; Cyclohexane-1-carbonyl-CoA + Electron-transferring flavoprotein <=> Cyclohex-1-ene-1-carbonyl-CoA + Reduced electron-transferring flavoprotein,Reaction,Reactions,,
R10602,reduced coenzyme F420:oxygen oxidoreductase; 2 Reduced coenzyme F420 + Oxygen <=> 2 Coenzyme F420 + 2 H2O,Reaction,Reactions,,
R10603,coenzyme F420:ferredoxin oxidoreductase; Reduced coenzyme F420 + 2 Oxidized ferredoxin <=> Coenzyme F420 + 2 Reduced ferredoxin + 2 H+,Reaction,Reactions,,
R10604,"D-Galactono-1,5-lactone + H2O <=> D-Galactonate",Reaction,Reactions,,
R10605,S-adenosyl-L-methionine:(S)-reticuline 7-O-methyltransferase; (S)-Reticuline + S-Adenosyl-L-methionine <=> (S)-Laudanine + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10606,S-adenosyl-L-methionine:(R)-reticuline 7-O-methyltransferase; (R)-Reticuline + S-Adenosyl-L-methionine <=> (-)-Laudanidine + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10607,"UDP-glucose:ginsenoside-Rd beta-1,6-glucosyltransferase; UDP-glucose + Ginsenoside Rd <=> UDP + Ginsenoside Rb1",Reaction,Reactions,,
R10608,nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase; Nicotinate D-ribonucleotide + Phenol <=> Nicotinate + Phenyl 5-phospho-alpha-D-ribofuranoside + H+,Reaction,Reactions,,
R10609,UDP-alpha-D-xylose:kaempferol 3-O-D-xylosyltransferase; UDP-D-xylose + Kaempferol <=> UDP + Kaempferol 3-O-beta-D-xyloside,Reaction,Reactions,,
R10610,O-phospho-L-serine:thiocarboxy-[sulfur-carrier protein] 2-amino-2-carboxyethyltransferase; O-Phospho-L-serine + Thiocarboxy-[sulfur-carrier protein] <=> [Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine + Orthophosphate,Reaction,Reactions,,
R10611,S-adenosyl-L-methionine:tRNA(Phe) (4-demethylwyosine37-C7)-[(3S)-3-amino-3-carboxypropyl]transferase; S-Adenosyl-L-methionine + 4-Demethylwyosine in tRNA(Phe) <=> 5'-Methylthioadenosine + 7-[(3S)-3-Amino-3-carboxypropyl]-4-demethylwyosine in tRNA(Phe),Reaction,Reactions,,
R10612,(S)-malyl-CoA hydrolase; L-Malyl-CoA + H2O <=> (S)-Malate + CoA,Reaction,Reactions,,
R10613,FAD:protein riboflavin-5'-phosphate transferase; FAD + [Protein]-L-threonine <=> [Protein]-FMN-L-Threonine + AMP,Reaction,Reactions,,
R10614,acetyl-CoA:oxalate CoA-transferase; Acetyl-CoA + Oxalate <=> Acetate + Oxalyl-CoA,Reaction,Reactions,,
R10615,D-glyceraldehyde:NADP+ oxidoreductase; D-Glyceraldehyde + NADP+ + H2O <=> D-Glycerate + NADPH + H+,Reaction,Reactions,,
R10616,2-dehydro-3-deoxy-D-galactonate D-glyceraldehyde-lyase (pyruvate-forming); 2-Dehydro-3-deoxy-D-galactonate <=> Pyruvate + D-Glyceraldehyde,Reaction,Reactions,,
R10617,mycothiol S-conjugate amidohydrolase (N-acetyl-L-cysteine-S-conjugate-forming); Mycothiol S-conjugate + H2O <=> S-Substituted N-acetyl-L-cysteine + 1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol,Reaction,Reactions,,
R10619,D-galactose 1-epimerase; aldose 1-epimerase; D-Galactose <=> alpha-D-Galactose,Reaction,Reactions,,
R10620,UDP-N-acetyl-alpha-D-galactosamine:N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl-threonyl-[protein] 3-beta-N-acetyl-D-galactosaminyltransferase; 3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP-N-acetyl-D-galactosamine <=> 3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP,Reaction,Reactions,,
R10621,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming); N-Acyl-aromatic-L-amino acid + H2O <=> Aromatic amino acid + Carboxylate,Reaction,Reactions,,
R10622,alpha-D-galactose-1-phosphate phosphohydrolase; alpha-D-Galactose 1-phosphate + H2O <=> D-Galactose + Orthophosphate,Reaction,Reactions,,
R10623,"delta-tocotrienol lyase (decyclizing); delta-Tocotrienol <=> 6-Geranylgeranyl-2-methylbenzene-1,4-diol",Reaction,Reactions,,
R10624,"gamma-tocotrienol lyase (decyclizing); gamma-Tocotrienol <=> 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",Reaction,Reactions,,
R10625,(R)-2-hydroxyacid:quinone oxidoreductase; (R)-2-Hydroxyacid + Quinone <=> 2-Oxo acid + Hydroquinone,Reaction,Reactions,,
R10626,"narbomycin,reduced ferredoxin:oxygen oxidoreductase (neopikromycin-forming); Narbomycin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Neopikromycin + 2 Oxidized ferredoxin + H2O",Reaction,Reactions,,
R10627,"narbomycin,reduced ferredoxin:oxygen oxidoreductase (novapikromyin-forming); Narbomycin + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Novapikromycin + 4 Oxidized ferredoxin + 2 H2O",Reaction,Reactions,,
R10628,"10-deoxymethymycin,reduced ferredoxin:oxygen oxidoreductase (novamethymycin-forming); 10-Deoxymethymycin + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Novamethymycin + 4 Oxidized ferredoxin + 2 H2O",Reaction,Reactions,,
R10629,NAD+ nicotinamide-lyase (cyclic-ADP-ribose-forming); NAD+ <=> Cyclic ADP-ribose + Nicotinamide + H+,Reaction,Reactions,,
R10630,cyclic-ADP-ribose hydrolase; Cyclic ADP-ribose + H2O <=> ADP-ribose,Reaction,Reactions,,
R10631,NADP+ nicotinamide-lyase (2'-phospho-cyclic-ADP-ribose-forming); NADP+ <=> 2'-Phospho-cyclic ADP-ribose + Nicotinamide + H+,Reaction,Reactions,,
R10632,NAADP nicotinate-lyase (2'-phospho-cyclic-ADP-ribose-forming); 2'-Phospho-cyclic ADP-ribose + Nicotinate + H+ <=> Nicotinic acid adenine dinucleotide phosphate,Reaction,Reactions,,
R10633,NAD+ + Histone N6-acetyl-L-lysine + H2O <=> Nicotinamide + Histone-L-lysine + O-Acetyl-ADP-ribose + H+,Reaction,Reactions,,
R10634,NAD+ + Protein N6-acetyl-L-lysine + H2O <=> Nicotinamide + Protein lysine + O-Acetyl-ADP-ribose + H+,Reaction,Reactions,,
R10635,"NADH:oxygen oxidoreductase (H2O2-forming, epimerising); alpha-NADH + H+ + Oxygen <=> NAD+ + Hydrogen peroxide",Reaction,Reactions,,
R10636,"NADPH:oxygen oxidoreductase (H2O2-forming, epimerising); alpha-NADPH + H+ + Oxygen <=> NADP+ + Hydrogen peroxide",Reaction,Reactions,,
R10637,"(Z)-phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase; (Z)-Phenylacetaldehyde oxime + NADPH + Oxygen + H+ <=> Mandelonitrile + NADP+ + 2 H2O",Reaction,Reactions,,
R10638,UDP-D-glucose:(R)-mandelonitrile beta-D-glucosyltransferase; Mandelonitrile + UDP-glucose <=> Prunasin + UDP,Reaction,Reactions,,
R10639,Prunasin + UDP-glucose <=> Amygdalin + UDP,Reaction,Reactions,,
R10640,succinyl-CoA:(R)-citramalate CoA-transferase; Succinyl-CoA + (R)-2-Methylmalate <=> Succinate + (3R)-Citramalyl-CoA,Reaction,Reactions,,
R10641,succinyl-CoA:(R)-malate CoA-transferase; Succinyl-CoA + (R)-Malate <=> Succinate + (R)-Malyl-CoA,Reaction,Reactions,,
R10643,(E)-4-(trimethylammonio)but-2-enoyl-CoA:L-carnitine CoA-transferase; (E)-4-(Trimethylammonio)but-2-enoyl-CoA + L-Carnitine <=> (E)-4-(Trimethylammonio)but-2-enoate + L-Carnitinyl-CoA,Reaction,Reactions,,
R10644,4-trimethylammoniobutanoyl-CoA:L-carnitine CoA-transferase; 4-Trimethylammoniobutanoyl-CoA + L-Carnitine <=> 4-Trimethylammoniobutanoate + L-Carnitinyl-CoA,Reaction,Reactions,,
R10645,"tRNA (N6-dimethylallyladenosine):sulfur-donor,S-adenosyl-L-methionine C2-methylthiotransferase; tRNA containing 6-isopentenyladenosine + Sulfur donor + 2 S-Adenosyl-L-methionine <=> 2-Methylthio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine",Reaction,Reactions,,
R10646,tRNA containing 6-isopentenyladenosine + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-dimethylallyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,Reaction,Reactions,,
R10647,2-Thio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10648,L-threonylcarbamoyladenylate:adenine in tRNA N6-L-threonylcarbamoyltransferase; L-Threonylcarbamoyladenylate + tRNA adenine <=> AMP + N6-L-Threonylcarbamoyladenine in tRNA,Reaction,Reactions,,
R10649,"tRNA (N6-L-threonylcarbamoyladenosine37):sulfur-donor,S-adenosyl-L-methionine C2-methylthiotransferase; N6-L-Threonylcarbamoyladenine in tRNA + Sulfur donor + 2 S-Adenosyl-L-methionine <=> 2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine",Reaction,Reactions,,
R10650,N6-L-Threonylcarbamoyladenine in tRNA + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-L-threonylcarbamoyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,Reaction,Reactions,,
R10651,2-Thio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R10652,"[ribosomal protein uS12]-L-aspartate:sulfur-donor,S-adenosyl-L-methionine C3-methylthiotransferase; [Ribosomal protein uS12]-L-aspartate + Sulfur donor + 2 S-Adenosyl-L-methionine + Reduced acceptor <=> [Ribosomal protein uS12]-3-methylthioaspartate + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine + Acceptor",Reaction,Reactions,,
R10655,"3'-phosphoadenylyl-sulfate:desulfo-A47934 sulfotransferase; 3'-Phosphoadenylyl sulfate + Desulfo-A47934 <=> Adenosine 3',5'-bisphosphate + A47934",Reaction,Reactions,,
R10656,"20-oxo-5-O-beta-mycaminosyltylactone,reduced ferredoxin:oxygen oxidoreductase (23-hydroxylating); 20-Oxo-5-O-beta-mycaminosyltylactone + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> 5-O-beta-D-Mycaminosyltylonolide + 2 Oxidized ferredoxin + H2O",Reaction,Reactions,,
R10657,"ATP:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phosphotransferase; ATP + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol <=> ADP + 3-O-Phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",Reaction,Reactions,,
